bacteria;sys_id;type;subtype;hit_id;gene_name;cluster_80_80;cluster_99_99;cluster_999_999
IAI38;ESCO.0423.00224.0083i_MazEF_2090;MazEF;MazEF;ESCO.0423.00224.0083i_03211;MazEF__MazE;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735
IAI38;ESCO.0423.00224.0083i_MazEF_2090;MazEF;MazEF;ESCO.0423.00224.0083i_03212;MazEF__MazF;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734;ESCO.0423.00005.0001i_03124
IAI38;ESCO.0423.00224.0083i_PD-T4-3_840;PD-T4-3;PD-T4-3;ESCO.0423.00224.0083i_03399;PD-T4-3__PD-T4-3;ESCO.0423.00215.0032i_03717;ESCO.0423.00030.0060i_04591;ESCO.0423.00030.0060i_04591
IAI38;ESCO.0423.00224.0083i_PD-T7-1_1129;PD-T7-1;PD-T7-1;ESCO.0423.00224.0083i_03416;PD-T7-1__PD-T7-1;ESCO.0423.00010.0019i_01173;ESCO.0423.00010.0019i_01173;ESCO.0423.00010.0019i_01173
IAI38;ESCO.0423.00224.0087i_CBASS_I_1756;CBASS;CBASS_I;ESCO.0423.00224.0087i_03487;CBASS__2TM_Gros;ESCO.0423.00017.0003i_01328;ESCO.0423.00017.0003i_01328;ESCO.0423.00065.0070i_02669
IAI38;ESCO.0423.00224.0087i_CBASS_I_1756;CBASS;CBASS_I;ESCO.0423.00224.0087i_03488;CBASS__A_Cyclase_AGS_C;ESCO.0423.00017.0003i_01329;ESCO.0423.00017.0003i_01329;ESCO.0423.00034.0066i_02587
IAI38;ESCO.0423.00224.0087i_Gao_Qat_913;Gao_Qat;Gao_Qat;ESCO.0423.00224.0087i_03483;Gao_Qat__QatA;ESCO.0423.00017.0003i_01324;ESCO.0423.00017.0003i_01324;ESCO.0423.00032.0076i_04451
IAI38;ESCO.0423.00224.0087i_Gao_Qat_913;Gao_Qat;Gao_Qat;ESCO.0423.00224.0087i_03484;Gao_Qat__QatB;ESCO.0423.00389.0329i_01653;ESCO.0423.00389.0329i_01653;ESCO.0423.00017.0003i_01325
IAI38;ESCO.0423.00224.0087i_Gao_Qat_913;Gao_Qat;Gao_Qat;ESCO.0423.00224.0087i_03485;Gao_Qat__QatC;ESCO.0423.00389.0329i_01652;ESCO.0423.00389.0329i_01652;ESCO.0423.00017.0003i_01326
IAI38;ESCO.0423.00224.0087i_Gao_Qat_913;Gao_Qat;Gao_Qat;ESCO.0423.00224.0087i_03486;Gao_Qat__QatD;ESCO.0423.00017.0003i_01327;ESCO.0423.00017.0003i_01327;ESCO.0423.00224.0087i_03486
IAI38;ESCO.0423.00224.0092i_Gao_Tmn_173;Gao_Tmn;Gao_Tmn;ESCO.0423.00224.0092i_03757;Gao_Tmn__TmnA;ESCO.0423.00070.0053i_03593;ESCO.0423.00070.0053i_03593;ESCO.0423.00224.0092i_03757
IAI38;ESCO.0423.00224.0108i_Mok_Hok_Sok_1430;Mok_Hok_Sok;Mok_Hok_Sok;ESCO.0423.00224.0108i_04382;Mok_Hok_Sok__Mok;ESCO.0423.00030.0041i_02980;ESCO.0423.00030.0041i_02980;ESCO.0423.00030.0041i_02980
IAI39;ESCO.0423.00003.0001i_MazEF_1802;MazEF;MazEF;ESCO.0423.00003.0001i_03226;MazEF__MazE;ESCO.0423.00001.0001i_03735;ESCO.0423.00003.0001i_03226;ESCO.0423.00003.0001i_03226
IAI39;ESCO.0423.00003.0001i_MazEF_1802;MazEF;MazEF;ESCO.0423.00003.0001i_03225;MazEF__MazF;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734
IAI39;ESCO.0423.00003.0001i_MazEF_1803;MazEF;MazEF;ESCO.0423.00003.0001i_04717;MazEF__MazE;ESCO.0423.00001.0001i_05294;ESCO.0423.00003.0001i_04717;ESCO.0423.00003.0001i_04717
IAI39;ESCO.0423.00003.0001i_MazEF_1803;MazEF;MazEF;ESCO.0423.00003.0001i_04718;MazEF__MazF;ESCO.0423.00001.0001i_05295;ESCO.0423.00001.0001i_05295;ESCO.0423.00003.0001i_04718
IAI39;ESCO.0423.00003.0001i_Mokosh_TypeII_1125;Mokosh;Mokosh_TypeII;ESCO.0423.00003.0001i_04617;Mokosh_TypeII__MkoC;ESCO.0423.00003.0001i_04617;ESCO.0423.00003.0001i_04617;ESCO.0423.00003.0001i_04617
IAI39;ESCO.0423.00003.0001i_PD-T4-3_804;PD-T4-3;PD-T4-3;ESCO.0423.00003.0001i_02833;PD-T4-3__PD-T4-3;ESCO.0423.00215.0032i_03717;ESCO.0423.00003.0001i_02833;ESCO.0423.00003.0001i_02833
IAI39;ESCO.0423.00003.0001i_PsyrTA_351;PsyrTA;PsyrTA;ESCO.0423.00003.0001i_03944;PsyrTA__PsyrA;ESCO.0423.00001.0001i_04383;ESCO.0423.00003.0001i_03944;ESCO.0423.00003.0001i_03944
IAI39;ESCO.0423.00003.0001i_PsyrTA_351;PsyrTA;PsyrTA;ESCO.0423.00003.0001i_03945;PsyrTA__PsyrT;ESCO.0423.00009.0017i_03591;ESCO.0423.00003.0001i_03945;ESCO.0423.00003.0001i_03945
IAI39;ESCO.0423.00003.0001i_RM_Type_II_3151;RM;RM_Type_II;ESCO.0423.00003.0001i_02832;RM_Type_II__Type_II_MTases;ESCO.0423.00003.0001i_02832;ESCO.0423.00003.0001i_02832;ESCO.0423.00003.0001i_02832
IAI39;ESCO.0423.00003.0001i_RM_Type_II_3151;RM;RM_Type_II;ESCO.0423.00003.0001i_02831;RM_Type_II__Type_II_REases;ESCO.0423.00099.0017i_01369;ESCO.0423.00003.0001i_02831;ESCO.0423.00003.0001i_02831
IAI39;ESCO.0423.00003.0001i_RM_Type_IV_3152;RM;RM_Type_IV;ESCO.0423.00003.0001i_04797;RM_Type_IV__Type_IV_REases;ESCO.0423.00392.0115i_03275;ESCO.0423.00003.0001i_04797;ESCO.0423.00003.0001i_04797
IAI39;ESCO.0423.00003.0001i_RM_Type_IV_3152;RM;RM_Type_IV;ESCO.0423.00003.0001i_04798;RM_Type_IV__Type_IV_REases;ESCO.0423.00003.0001i_04798;ESCO.0423.00003.0001i_04798;ESCO.0423.00003.0001i_04798
IAI39;ESCO.0423.00003.0001i_RM_Type_IV_3153;RM;RM_Type_IV;ESCO.0423.00003.0001i_04834;RM_Type_IV__Type_IV_REases;ESCO.0423.00003.0001i_04834;ESCO.0423.00003.0001i_04834;ESCO.0423.00003.0001i_04834
IAI39;ESCO.0423.00003.0001i_RM_Type_I_3150;RM;RM_Type_I;ESCO.0423.00003.0001i_04837;RM__Type_I_MTases;ESCO.0423.00001.0001i_05396;ESCO.0423.00001.0001i_05396;ESCO.0423.00003.0001i_04837
IAI39;ESCO.0423.00003.0001i_RM_Type_I_3150;RM;RM_Type_I;ESCO.0423.00003.0001i_04838;RM__Type_I_REases;ESCO.0423.00001.0001i_05397;ESCO.0423.00001.0001i_05397;ESCO.0423.00003.0001i_04838
IAI39;ESCO.0423.00003.0001i_RM_Type_I_3150;RM;RM_Type_I;ESCO.0423.00003.0001i_04836;RM__Type_I_S;ESCO.0423.00003.0001i_04836;ESCO.0423.00003.0001i_04836;ESCO.0423.00003.0001i_04836
IAI39;ESCO.0423.00003.0001i_Septu_352;Septu;Septu;ESCO.0423.00003.0001i_02479;Septu__PtuA;ESCO.0423.00003.0001i_02479;ESCO.0423.00003.0001i_02479;ESCO.0423.00003.0001i_02479
IAI39;ESCO.0423.00003.0001i_Septu_352;Septu;Septu;ESCO.0423.00003.0001i_02480;Septu__PtuA;ESCO.0423.00003.0001i_02480;ESCO.0423.00003.0001i_02480;ESCO.0423.00003.0001i_02480
IAI39;ESCO.0423.00003.0001i_Septu_352;Septu;Septu;ESCO.0423.00003.0001i_02481;Septu__PtuB;ESCO.0423.00155.0030i_01358;ESCO.0423.00003.0001i_02481;ESCO.0423.00003.0001i_02481
IAI40;ESCO.0423.00311.0001i_RM_Type_IV_2932;RM;RM_Type_IV;ESCO.0423.00311.0001i_00251;RM_Type_IV__Type_IV_REases;ESCO.0423.00007.0039i_03973;ESCO.0423.00007.0039i_03973;ESCO.0423.00008.0005i_02730
IAI40;ESCO.0423.00311.0001i_RM_Type_IV_2932;RM;RM_Type_IV;ESCO.0423.00311.0001i_00256;RM_Type_IV__Type_IV_REases;ESCO.0423.00004.0001i_02992;ESCO.0423.00018.0010i_03598;ESCO.0423.00044.0005i_02075
IAI40;ESCO.0423.00311.0001i_RM_Type_IV_2932;RM;RM_Type_IV;ESCO.0423.00311.0001i_00257;RM_Type_IV__Type_IV_REases;ESCO.0423.00004.0001i_02993;ESCO.0423.00044.0005i_02076;ESCO.0423.00044.0005i_02076
IAI40;ESCO.0423.00311.0001i_RM_Type_I_2931;RM;RM_Type_I;ESCO.0423.00311.0001i_00253;RM__Type_I_MTases;ESCO.0423.00004.0001i_02989;ESCO.0423.00044.0005i_02072;ESCO.0423.00044.0005i_02072
IAI40;ESCO.0423.00311.0001i_RM_Type_I_2931;RM;RM_Type_I;ESCO.0423.00311.0001i_00252;RM__Type_I_REases;ESCO.0423.00004.0001i_02988;ESCO.0423.00004.0001i_02988;ESCO.0423.00044.0005i_02071
IAI40;ESCO.0423.00311.0001i_RM_Type_I_2931;RM;RM_Type_I;ESCO.0423.00311.0001i_00254;RM__Type_I_S;ESCO.0423.00044.0005i_02073;ESCO.0423.00044.0005i_02073;ESCO.0423.00044.0005i_02073
IAI40;ESCO.0423.00311.0006i_CAS_Class1-Subtype-I-E_4485;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00311.0006i_01251;cas1_I-E_1;ESCO.0423.00001.0001i_03702;ESCO.0423.00311.0006i_01251;ESCO.0423.00311.0006i_01251
IAI40;ESCO.0423.00311.0006i_CAS_Class1-Subtype-I-E_4485;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00311.0006i_01250;cas2_I-E_2;ESCO.0423.00001.0001i_03701;ESCO.0423.00047.0011i_00552;ESCO.0423.00047.0011i_00552
IAI40;ESCO.0423.00311.0006i_CAS_Class1-Subtype-I-E_4485;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00311.0006i_01257;cas3_I_5;ESCO.0423.00287.0007i_00069;ESCO.0423.00047.0011i_00559;ESCO.0423.00047.0011i_00559
IAI40;ESCO.0423.00311.0006i_CAS_Class1-Subtype-I-E_4485;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00311.0006i_01253;cas5_I-E_3;ESCO.0423.00004.0001i_00292;ESCO.0423.00023.0001i_00147;ESCO.0423.00047.0011i_00555
IAI40;ESCO.0423.00311.0006i_CAS_Class1-Subtype-I-E_4485;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00311.0006i_01254;cas7_I-E_2;ESCO.0423.00004.0001i_00291;ESCO.0423.00023.0001i_00148;ESCO.0423.00047.0011i_00556
IAI40;ESCO.0423.00311.0006i_CAS_Class1-Subtype-I-E_4485;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00311.0006i_01256;cas8e_I-E_1;ESCO.0423.00004.0001i_00289;ESCO.0423.00047.0011i_00558;ESCO.0423.00047.0011i_00558
IAI40;ESCO.0423.00311.0006i_CAS_Class1-Subtype-I-E_4485;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00311.0006i_01255;cse2gr11_I-E_1;ESCO.0423.00004.0001i_00290;ESCO.0423.00047.0011i_00557;ESCO.0423.00047.0011i_00557
IAI40;ESCO.0423.00311.0006i_MazEF_2157;MazEF;MazEF;ESCO.0423.00311.0006i_01279;MazEF__MazE;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735
IAI40;ESCO.0423.00311.0006i_MazEF_2157;MazEF;MazEF;ESCO.0423.00311.0006i_01278;MazEF__MazF;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734
IAI40;ESCO.0423.00311.0009i_SanaTA_2523;SanaTA;SanaTA;ESCO.0423.00311.0009i_01683;SanaTA__SanaA;ESCO.0423.00025.0044i_02994;ESCO.0423.00025.0044i_02994;ESCO.0423.00025.0044i_02994
IAI40;ESCO.0423.00311.0009i_SanaTA_2523;SanaTA;SanaTA;ESCO.0423.00311.0009i_01684;SanaTA__SanaT;ESCO.0423.00054.0016i_01132;ESCO.0423.00025.0044i_02993;ESCO.0423.00025.0044i_02993
IAI40;ESCO.0423.00311.0078i_RosmerTA_1041;RosmerTA;RosmerTA;ESCO.0423.00311.0078i_04629;RosmerTA__RmrA_2585209417;ESCO.0423.00048.0022i_01811;ESCO.0423.00139.0045i_04613;ESCO.0423.00139.0045i_04613
IAI40;ESCO.0423.00311.0078i_RosmerTA_1041;RosmerTA;RosmerTA;ESCO.0423.00311.0078i_04628;RosmerTA__RmrT_2585209417;ESCO.0423.00048.0022i_01812;ESCO.0423.00139.0045i_04614;ESCO.0423.00139.0045i_04614
IAI41;ESCO.0423.00134.0014i_CAS_Class1-Subtype-I-E_3782;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00134.0014i_00618;cas1_I-E_1;ESCO.0423.00001.0001i_03702;ESCO.0423.00001.0001i_03702;ESCO.0423.00026.0002i_00738
IAI41;ESCO.0423.00134.0014i_CAS_Class1-Subtype-I-E_3782;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00134.0014i_00617;cas2_I-E_2;ESCO.0423.00001.0001i_03701;ESCO.0423.00001.0001i_03701;ESCO.0423.00001.0001i_03701
IAI41;ESCO.0423.00134.0014i_CAS_Class1-Subtype-I-E_3782;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00134.0014i_00624;cas3_I_5;ESCO.0423.00001.0001i_03708;ESCO.0423.00134.0014i_00624;ESCO.0423.00134.0014i_00624
IAI41;ESCO.0423.00134.0014i_CAS_Class1-Subtype-I-E_3782;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00134.0014i_00620;cas5_I-E_3;ESCO.0423.00001.0001i_03704;ESCO.0423.00026.0002i_00740;ESCO.0423.00026.0002i_00740
IAI41;ESCO.0423.00134.0014i_CAS_Class1-Subtype-I-E_3782;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00134.0014i_00619;cas6e_I_II_III_IV_V_VI_1;ESCO.0423.00001.0001i_03703;ESCO.0423.00026.0002i_00739;ESCO.0423.00026.0002i_00739
IAI41;ESCO.0423.00134.0014i_CAS_Class1-Subtype-I-E_3782;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00134.0014i_00621;cas7_I-E_2;ESCO.0423.00066.0015i_03438;ESCO.0423.00001.0001i_03705;ESCO.0423.00026.0002i_00741
IAI41;ESCO.0423.00134.0014i_CAS_Class1-Subtype-I-E_3782;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00134.0014i_00623;cas8e_I-E_1;ESCO.0423.00001.0001i_03707;ESCO.0423.00026.0002i_00743;ESCO.0423.00026.0002i_00743
IAI41;ESCO.0423.00134.0014i_CAS_Class1-Subtype-I-E_3782;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00134.0014i_00622;cse2gr11_I-E_1;ESCO.0423.00016.0058i_01988;ESCO.0423.00002.0001i_02756;ESCO.0423.00002.0001i_02756
IAI41;ESCO.0423.00134.0014i_MazEF_2021;MazEF;MazEF;ESCO.0423.00134.0014i_00647;MazEF__MazE;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735
IAI41;ESCO.0423.00134.0014i_MazEF_2021;MazEF;MazEF;ESCO.0423.00134.0014i_00646;MazEF__MazF;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734
IAI41;ESCO.0423.00134.0034i_MazEF_2293;MazEF;MazEF;ESCO.0423.00134.0034i_01892;MazEF__MazE;ESCO.0423.00001.0001i_05294;ESCO.0423.00002.0001i_04266;ESCO.0423.00002.0001i_04266
IAI41;ESCO.0423.00134.0034i_MazEF_2293;MazEF;MazEF;ESCO.0423.00134.0034i_01893;MazEF__MazF;ESCO.0423.00001.0001i_05295;ESCO.0423.00001.0001i_05295;ESCO.0423.00001.0001i_05295
IAI41;ESCO.0423.00134.0041i_RM_Type_II_3375;RM;RM_Type_II;ESCO.0423.00134.0041i_02451;RM_Type_II__Type_II_MTases;ESCO.0423.00032.0015i_00528;ESCO.0423.00032.0015i_00528;ESCO.0423.00134.0041i_02451
IAI41;ESCO.0423.00134.0041i_RM_Type_II_3375;RM;RM_Type_II;ESCO.0423.00134.0041i_02452;RM_Type_II__Type_II_MTases;ESCO.0423.00032.0015i_00529;ESCO.0423.00032.0015i_00529;ESCO.0423.00032.0015i_00529
IAI41;ESCO.0423.00134.0041i_RM_Type_II_3375;RM;RM_Type_II;ESCO.0423.00134.0041i_02453;RM_Type_II__Type_II_REases;ESCO.0423.00032.0015i_00530;ESCO.0423.00032.0015i_00530;ESCO.0423.00032.0015i_00530
IAI41;ESCO.0423.00134.0041i_RM_Type_IV_3376;RM;RM_Type_IV;ESCO.0423.00134.0041i_02454;RM_Type_IV__Type_IV_REases;ESCO.0423.00004.0001i_03012;ESCO.0423.00032.0015i_00531;ESCO.0423.00032.0015i_00531
IAI41;ESCO.0423.00134.0041i_RM_Type_IV_3376;RM;RM_Type_IV;ESCO.0423.00134.0041i_02455;RM_Type_IV__Type_IV_REases;ESCO.0423.00054.0006i_00834;ESCO.0423.00054.0006i_00834;ESCO.0423.00032.0015i_00532
IAI41;ESCO.0423.00134.0052i_RM_Type_I_2716;RM;RM_Type_I;ESCO.0423.00134.0052i_03081;RM__Type_I_MTases;ESCO.0423.00014.0019i_02054;ESCO.0423.00110.0030i_04091;ESCO.0423.00110.0030i_04091
IAI41;ESCO.0423.00134.0052i_RM_Type_I_2716;RM;RM_Type_I;ESCO.0423.00134.0052i_03083;RM__Type_I_REases;ESCO.0423.00014.0019i_02052;ESCO.0423.00110.0030i_04093;ESCO.0423.00110.0030i_04093
IAI41;ESCO.0423.00134.0052i_RM_Type_I_2716;RM;RM_Type_I;ESCO.0423.00134.0052i_03082;RM__Type_I_S;ESCO.0423.00110.0030i_04092;ESCO.0423.00110.0030i_04092;ESCO.0423.00110.0030i_04092
IAI42;ESCO.0423.00341.0002i_MazEF_2180;MazEF;MazEF;ESCO.0423.00341.0002i_00336;MazEF__MazE;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735
IAI42;ESCO.0423.00341.0002i_MazEF_2180;MazEF;MazEF;ESCO.0423.00341.0002i_00335;MazEF__MazF;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734
IAI42;ESCO.0423.00341.0014i_RM_Type_I_3291;RM;RM_Type_I;ESCO.0423.00341.0014i_02069;RM__Type_I_MTases;ESCO.0423.00019.0168i_03340;ESCO.0423.00019.0168i_03340;ESCO.0423.00226.0018i_03295
IAI42;ESCO.0423.00341.0014i_RM_Type_I_3291;RM;RM_Type_I;ESCO.0423.00341.0014i_02070;RM__Type_I_REases;ESCO.0423.00019.0168i_03341;ESCO.0423.00019.0168i_03341;ESCO.0423.00089.0035i_04587
IAI42;ESCO.0423.00341.0014i_RM_Type_I_3291;RM;RM_Type_I;ESCO.0423.00341.0014i_02068;RM__Type_I_S;ESCO.0423.00226.0018i_03294;ESCO.0423.00226.0018i_03294;ESCO.0423.00226.0018i_03294
IAI42;ESCO.0423.00341.0043i_Mokosh_TypeII_1653;Mokosh;Mokosh_TypeII;ESCO.0423.00341.0043i_03588;Mokosh_TypeII__MkoC;ESCO.0423.00003.0001i_04617;ESCO.0423.00087.0023i_04276;ESCO.0423.00087.0023i_04276
IAI42;ESCO.0423.00341.0055i_Mokosh_Type_I_A_1285;Mokosh;Mokosh_Type_I_A;ESCO.0423.00341.0055i_03975;Mokosh_type_I__MkoA_A;ESCO.0423.00087.0032i_04639;ESCO.0423.00087.0032i_04639;ESCO.0423.00087.0032i_04639
IAI42;ESCO.0423.00341.0055i_Mokosh_Type_I_A_1285;Mokosh;Mokosh_Type_I_A;ESCO.0423.00341.0055i_03974;Mokosh_type_I__MkoB_A;ESCO.0423.00087.0032i_04640;ESCO.0423.00087.0032i_04640;ESCO.0423.00087.0032i_04640
IAI42;ESCO.0423.00341.0066i_RM_Type_I_2979;RM;RM_Type_I;ESCO.0423.00341.0066i_04212;RM__Type_I_MTases;ESCO.0423.00014.0019i_02054;ESCO.0423.00110.0030i_04091;ESCO.0423.00110.0030i_04091
IAI42;ESCO.0423.00341.0066i_RM_Type_I_2979;RM;RM_Type_I;ESCO.0423.00341.0066i_04210;RM__Type_I_REases;ESCO.0423.00014.0019i_02052;ESCO.0423.00110.0030i_04093;ESCO.0423.00110.0030i_04093
IAI42;ESCO.0423.00341.0066i_RM_Type_I_2979;RM;RM_Type_I;ESCO.0423.00341.0066i_04211;RM__Type_I_S;ESCO.0423.00110.0030i_04092;ESCO.0423.00110.0030i_04092;ESCO.0423.00110.0030i_04092
IAI42;ESCO.0423.00341.0080i_CAS_Class1-Subtype-I-E_4143;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00341.0080i_04383;cas1_I-E_1;ESCO.0423.00084.0075i_04223;ESCO.0423.00341.0080i_04383;ESCO.0423.00341.0080i_04383
IAI42;ESCO.0423.00341.0080i_CAS_Class1-Subtype-I-E_4143;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00341.0080i_04377;cas3_I_5;ESCO.0423.00001.0001i_03708;ESCO.0423.00026.0002i_00744;ESCO.0423.00026.0002i_00744
IAI42;ESCO.0423.00341.0080i_CAS_Class1-Subtype-I-E_4143;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00341.0080i_04381;cas5_I-E_3;ESCO.0423.00001.0001i_03704;ESCO.0423.00026.0002i_00740;ESCO.0423.00026.0002i_00740
IAI42;ESCO.0423.00341.0080i_CAS_Class1-Subtype-I-E_4143;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00341.0080i_04382;cas6e_I_II_III_IV_V_VI_1;ESCO.0423.00001.0001i_03703;ESCO.0423.00026.0002i_00739;ESCO.0423.00026.0002i_00739
IAI42;ESCO.0423.00341.0080i_CAS_Class1-Subtype-I-E_4143;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00341.0080i_04380;cas7_I-E_2;ESCO.0423.00066.0015i_03438;ESCO.0423.00001.0001i_03705;ESCO.0423.00026.0002i_00741
IAI42;ESCO.0423.00341.0080i_CAS_Class1-Subtype-I-E_4143;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00341.0080i_04378;cas8e_I-E_1;ESCO.0423.00001.0001i_03707;ESCO.0423.00026.0002i_00743;ESCO.0423.00026.0002i_00743
IAI42;ESCO.0423.00341.0080i_CAS_Class1-Subtype-I-E_4143;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00341.0080i_04379;cse2gr11_I-E_1;ESCO.0423.00016.0058i_01988;ESCO.0423.00002.0001i_02756;ESCO.0423.00002.0001i_02756
IAI43;ESCO.0423.00207.0021i_CAS_Class1-Subtype-I-E_3877;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00207.0021i_00328;cas1_I-E_1;ESCO.0423.00001.0001i_03702;ESCO.0423.00001.0001i_03702;ESCO.0423.00026.0002i_00738
IAI43;ESCO.0423.00207.0021i_CAS_Class1-Subtype-I-E_3877;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00207.0021i_00329;cas2_I-E_2;ESCO.0423.00001.0001i_03701;ESCO.0423.00001.0001i_03701;ESCO.0423.00001.0001i_03701
IAI43;ESCO.0423.00207.0021i_CAS_Class1-Subtype-I-E_3877;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00207.0021i_00322;cas3_I_5;ESCO.0423.00001.0001i_03708;ESCO.0423.00207.0021i_00322;ESCO.0423.00207.0021i_00322
IAI43;ESCO.0423.00207.0021i_CAS_Class1-Subtype-I-E_3877;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00207.0021i_00326;cas5_I-E_3;ESCO.0423.00001.0001i_03704;ESCO.0423.00026.0002i_00740;ESCO.0423.00026.0002i_00740
IAI43;ESCO.0423.00207.0021i_CAS_Class1-Subtype-I-E_3877;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00207.0021i_00327;cas6e_I_II_III_IV_V_VI_1;ESCO.0423.00001.0001i_03703;ESCO.0423.00026.0002i_00739;ESCO.0423.00026.0002i_00739
IAI43;ESCO.0423.00207.0021i_CAS_Class1-Subtype-I-E_3877;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00207.0021i_00325;cas7_I-E_2;ESCO.0423.00066.0015i_03438;ESCO.0423.00001.0001i_03705;ESCO.0423.00026.0002i_00741
IAI43;ESCO.0423.00207.0021i_CAS_Class1-Subtype-I-E_3877;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00207.0021i_00323;cas8e_I-E_1;ESCO.0423.00001.0001i_03707;ESCO.0423.00026.0002i_00743;ESCO.0423.00026.0002i_00743
IAI43;ESCO.0423.00207.0021i_CAS_Class1-Subtype-I-E_3877;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00207.0021i_00324;cse2gr11_I-E_1;ESCO.0423.00016.0058i_01988;ESCO.0423.00002.0001i_02756;ESCO.0423.00002.0001i_02756
IAI43;ESCO.0423.00207.0021i_MazEF_2070;MazEF;MazEF;ESCO.0423.00207.0021i_00297;MazEF__MazE;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735
IAI43;ESCO.0423.00207.0021i_MazEF_2070;MazEF;MazEF;ESCO.0423.00207.0021i_00298;MazEF__MazF;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734
IAI43;ESCO.0423.00207.0034i_MazEF_2338;MazEF;MazEF;ESCO.0423.00207.0034i_00698;MazEF__MazE;ESCO.0423.00001.0001i_05294;ESCO.0423.00207.0034i_00698;ESCO.0423.00207.0034i_00698
IAI43;ESCO.0423.00207.0034i_MazEF_2338;MazEF;MazEF;ESCO.0423.00207.0034i_00699;MazEF__MazF;ESCO.0423.00001.0001i_05295;ESCO.0423.00001.0001i_05295;ESCO.0423.00003.0001i_04718
IAI43;ESCO.0423.00207.0044i_Druantia_I_795;Druantia;Druantia_I;ESCO.0423.00207.0044i_00801;Druantia_I__DruA;ESCO.0423.00020.0067i_04597;ESCO.0423.00020.0067i_04597;ESCO.0423.00046.0020i_03966
IAI43;ESCO.0423.00207.0044i_Druantia_I_795;Druantia;Druantia_I;ESCO.0423.00207.0044i_00800;Druantia_I__DruB;ESCO.0423.00020.0067i_04598;ESCO.0423.00046.0020i_03967;ESCO.0423.00046.0020i_03967
IAI43;ESCO.0423.00207.0044i_Druantia_I_795;Druantia;Druantia_I;ESCO.0423.00207.0044i_00799;Druantia_I__DruC;ESCO.0423.00020.0067i_04599;ESCO.0423.00046.0020i_03968;ESCO.0423.00046.0020i_03968
IAI43;ESCO.0423.00207.0044i_Druantia_I_795;Druantia;Druantia_I;ESCO.0423.00207.0044i_00798;Druantia_I__DruD;ESCO.0423.00020.0067i_04600;ESCO.0423.00020.0067i_04600;ESCO.0423.00046.0020i_03969
IAI43;ESCO.0423.00207.0044i_Druantia_I_795;Druantia;Druantia_I;ESCO.0423.00207.0044i_00797;Druantia__DruE_1;ESCO.0423.00020.0067i_04601;ESCO.0423.00020.0067i_04601;ESCO.0423.00046.0020i_03970
