bacteria;replicon;gene;start;end;length
ESCO.0722.00258;ESCO.0722.00258.0145;ESCO.0722.00258.0145b_04933;21;440;419
ESCO.0722.00258;ESCO.0722.00258.0169;ESCO.0722.00258.0169b_04965;30;347;317
ESCO.0722.00258;ESCO.0722.00258.0200;ESCO.0722.00258.0200b_04997;198;263;65
ESCO.0722.00258;ESCO.0722.00258.0277;ESCO.0722.00258.0277b_05061;2;202;200
ESCO.0722.00258;ESCO.0722.00258.0001;ESCO.0722.00258.0001i_00034;27475;27984;509
ESCO.0722.00258;ESCO.0722.00258.0020;ESCO.0722.00258.0020i_02434;7303;7995;692
ESCO.0722.00258;ESCO.0722.00258.0020;ESCO.0722.00258.0020i_02466;27550;27723;173
ESCO.0722.00258;ESCO.0722.00258.0040;ESCO.0722.00258.0040i_04130;3618;4181;563
ESCO.0722.00258;ESCO.0722.00258.0102;ESCO.0722.00258.0102b_04866;2;160;158
ESCO.0722.00258;ESCO.0722.00258.0273;ESCO.0722.00258.0273b_05058;2;208;206
ESCO.0722.00258;ESCO.0722.00258.0001;ESCO.0722.00258.0001i_00035;27984;28187;203
ESCO.0722.00258;ESCO.0722.00258.0020;ESCO.0722.00258.0020i_02435;7996;8859;863
ESCO.0722.00258;ESCO.0722.00258.0168;ESCO.0722.00258.0168b_04963;1;147;146
ESCO.0722.00258;ESCO.0722.00258.0233;ESCO.0722.00258.0233b_05027;3;224;221
ESCO.0722.00258;ESCO.0722.00258.0274;ESCO.0722.00258.0274b_05059;3;206;203
ESCO.0722.00269;ESCO.0722.00269.0012;ESCO.0722.00269.0012i_01860;201840;202019;179
ESCO.0722.00269;ESCO.0722.00269.0028;ESCO.0722.00269.0028b_03204;51;1526;1475
ESCO.0722.00269;ESCO.0722.00269.0050;ESCO.0722.00269.0050i_04324;16638;16979;341
ESCO.0722.00269;ESCO.0722.00269.0070;ESCO.0722.00269.0070i_04644;4349;4552;203
ESCO.0722.00269;ESCO.0722.00269.0074;ESCO.0722.00269.0074i_04676;5145;5390;245
ESCO.0722.00269;ESCO.0722.00269.0180;ESCO.0722.00269.0180b_04868;3;155;152
ESCO.0722.00269;ESCO.0722.00269.0028;ESCO.0722.00269.0028i_03251;68635;71493;2858
ESCO.0722.00269;ESCO.0722.00269.0050;ESCO.0722.00269.0050i_04307;2538;2765;227
ESCO.0722.00269;ESCO.0722.00269.0069;ESCO.0722.00269.0069i_04627;549;1445;896
ESCO.0722.00269;ESCO.0722.00269.0095;ESCO.0722.00269.0095b_04755;2;223;221
ESCO.0722.00269;ESCO.0722.00269.0028;ESCO.0722.00269.0028i_03252;71717;78031;6314
ESCO.0722.00269;ESCO.0722.00269.0032;ESCO.0722.00269.0032i_03540;4177;4455;278
ESCO.0722.00269;ESCO.0722.00269.0059;ESCO.0722.00269.0059b_04532;14668;15174;506
ESCO.0722.00269;ESCO.0722.00269.0001;ESCO.0722.00269.0001i_00565;593472;594185;713
ESCO.0722.00269;ESCO.0722.00269.0028;ESCO.0722.00269.0028i_03253;78031;81390;3359
ESCO.0722.00269;ESCO.0722.00269.0057;ESCO.0722.00269.0057b_04501;15872;16000;128
ESCO.0722.00269;ESCO.0722.00269.0223;ESCO.0722.00269.0223b_04885;1;108;107
ESCO.0722.00269;ESCO.0722.00269.0189;ESCO.0722.00269.0189b_04873;136;207;71
ESCO.0722.00269;ESCO.0722.00269.0070;ESCO.0722.00269.0070b_04650;6600;7223;623
ESCO.0722.00269;ESCO.0722.00269.0190;ESCO.0722.00269.0190b_04874;3;164;161
ESCO.0722.00269;ESCO.0722.00269.0070;ESCO.0722.00269.0070i_04642;1941;2936;995
ESCO.0722.00269;ESCO.0722.00269.0074;ESCO.0722.00269.0074i_04674;4019;4561;542
ESCO.0722.00269;ESCO.0722.00269.0003;ESCO.0722.00269.0003i_00796;209292;209516;224
ESCO.0722.00269;ESCO.0722.00269.0050;ESCO.0722.00269.0050i_04316;10533;11738;1205
ESCO.0722.00269;ESCO.0722.00269.0069;ESCO.0722.00269.0069i_04636;6644;6955;311
ESCO.0722.00269;ESCO.0722.00269.0088;ESCO.0722.00269.0088b_04732;2;544;542
ESCO.0722.00269;ESCO.0722.00269.0171;ESCO.0722.00269.0171b_04860;2;235;233
ESCO.0722.00269;ESCO.0722.00269.0003;ESCO.0722.00269.0003i_00797;209467;209919;452
ESCO.0722.00269;ESCO.0722.00269.0021;ESCO.0722.00269.0021i_02653;17083;17568;485
ESCO.0722.00269;ESCO.0722.00269.0028;ESCO.0722.00269.0028i_03261;88184;88648;464
ESCO.0722.00269;ESCO.0722.00269.0050;ESCO.0722.00269.0050i_04317;11740;12771;1031
ESCO.0722.00269;ESCO.0722.00269.0069;ESCO.0722.00269.0069i_04637;7024;7173;149
ESCO.0722.00269;ESCO.0722.00269.0081;ESCO.0722.00269.0081i_04701;3737;3988;251
ESCO.0722.00269;ESCO.0722.00269.0019;ESCO.0722.00269.0019i_02366;3912;4208;296
ESCO.0722.00269;ESCO.0722.00269.0021;ESCO.0722.00269.0021i_02654;17547;18191;644
ESCO.0722.00269;ESCO.0722.00269.0028;ESCO.0722.00269.0028i_03262;88877;90244;1367
ESCO.0722.00269;ESCO.0722.00269.0029;ESCO.0722.00269.0029i_03294;30327;30542;215
ESCO.0722.00269;ESCO.0722.00269.0069;ESCO.0722.00269.0069b_04638;7186;7458;272
ESCO.0722.00269;ESCO.0722.00269.0074;ESCO.0722.00269.0074b_04670;1;402;401
ESCO.0722.00269;ESCO.0722.00269.0174;ESCO.0722.00269.0174b_04862;141;230;89
ESCO.0722.00269;ESCO.0722.00269.0028;ESCO.0722.00269.0028i_03257;85285;85512;227
ESCO.0722.00269;ESCO.0722.00269.0050;ESCO.0722.00269.0050i_04313;7511;8644;1133
ESCO.0722.00269;ESCO.0722.00269.0028;ESCO.0722.00269.0028i_03258;85550;85894;344
ESCO.0722.00269;ESCO.0722.00269.0050;ESCO.0722.00269.0050i_04314;8889;9602;713
ESCO.0722.00269;ESCO.0722.00269.0110;ESCO.0722.00269.0110b_04794;387;1109;722
ESCO.0722.00269;ESCO.0722.00269.0069;ESCO.0722.00269.0069i_04635;6273;6647;374
ESCO.0722.00269;ESCO.0722.00269.0111;ESCO.0722.00269.0111b_04795;1;1011;1010
ESCO.0722.00269;ESCO.0722.00269.0170;ESCO.0722.00269.0170b_04859;84;236;152
ESCO.0722.00269;ESCO.0722.00269.0012;ESCO.0722.00269.0012i_01859;201606;201782;176
ESCO.0722.00269;ESCO.0722.00269.0070;ESCO.0722.00269.0070i_04643;3098;4336;1238
ESCO.0722.00269;ESCO.0722.00269.0001;ESCO.0722.00269.0001i_00558;586365;588140;1775
ESCO.0722.00269;ESCO.0722.00269.0010;ESCO.0722.00269.0010i_01422;30463;31353;890
ESCO.0722.00269;ESCO.0722.00269.0028;ESCO.0722.00269.0028i_03246;53240;53479;239
ESCO.0722.00269;ESCO.0722.00269.0057;ESCO.0722.00269.0057i_04494;10396;11508;1112
ESCO.0722.00269;ESCO.0722.00269.0093;ESCO.0722.00269.0093i_04750;1973;2272;299
ESCO.0722.00269;ESCO.0722.00269.0102;ESCO.0722.00269.0102b_04782;1120;1599;479
ESCO.0722.00269;ESCO.0722.00269.0153;ESCO.0722.00269.0153b_04846;2;94;92
ESCO.0722.00269;ESCO.0722.00269.0010;ESCO.0722.00269.0010i_01423;31380;32318;938
ESCO.0722.00269;ESCO.0722.00269.0028;ESCO.0722.00269.0028i_03247;54091;54741;650
ESCO.0722.00269;ESCO.0722.00269.0050;ESCO.0722.00269.0050b_04335;26015;26368;353
ESCO.0722.00269;ESCO.0722.00269.0093;ESCO.0722.00269.0093b_04751;2485;2697;212
ESCO.0722.00269;ESCO.0722.00269.0153;ESCO.0722.00269.0153b_04847;201;278;77
ESCO.0722.00269;ESCO.0722.00269.0028;ESCO.0722.00269.0028i_03248;55255;57369;2114
ESCO.0722.00269;ESCO.0722.00269.0062;ESCO.0722.00269.0062b_04560;1;135;134
ESCO.0722.00269;ESCO.0722.00269.0029;ESCO.0722.00269.0029i_03307;37656;38081;425
ESCO.0722.00269;ESCO.0722.00269.0029;ESCO.0722.00269.0029i_03308;38078;39064;986
ESCO.0722.00269;ESCO.0722.00269.0029;ESCO.0722.00269.0029i_03340;62580;64340;1760
ESCO.0722.00269;ESCO.0722.00269.0042;ESCO.0722.00269.0042i_04012;38978;39268;290
ESCO.0722.00269;ESCO.0722.00269.0093;ESCO.0722.00269.0093b_04748;187;378;191
ESCO.0722.00269;ESCO.0722.00269.0010;ESCO.0722.00269.0010i_01421;29098;30453;1355
ESCO.0722.00269;ESCO.0722.00269.0050;ESCO.0722.00269.0050i_04333;24985;25266;281
ESCO.0722.00269;ESCO.0722.00269.0093;ESCO.0722.00269.0093i_04749;1168;1893;725
ESCO.0722.00269;ESCO.0722.00269.0195;ESCO.0722.00269.0195b_04877;1;171;170
ESCO.0722.00269;ESCO.0722.00269.0028;ESCO.0722.00269.0028i_03254;81602;83254;1652
ESCO.0722.00269;ESCO.0722.00269.0058;ESCO.0722.00269.0058b_04502;5;211;206
ESCO.0722.00269;ESCO.0722.00269.0107;ESCO.0722.00269.0107b_04790;3;1265;1262
ESCO.0722.00269;ESCO.0722.00269.0003;ESCO.0722.00269.0003i_00695;97979;98467;488
ESCO.0722.00269;ESCO.0722.00269.0010;ESCO.0722.00269.0010b_01431;39653;40282;629
ESCO.0722.00269;ESCO.0722.00269.0028;ESCO.0722.00269.0028i_03255;83261;83968;707
ESCO.0722.00269;ESCO.0722.00269.0050;ESCO.0722.00269.0050i_04311;6515;7273;758
ESCO.0722.00269;ESCO.0722.00269.0028;ESCO.0722.00269.0028i_03256;83972;85075;1103
ESCO.0722.00269;ESCO.0722.00269.0050;ESCO.0722.00269.0050i_04312;7274;7501;227
ESCO.0722.00269;ESCO.0722.00269.0166;ESCO.0722.00269.0166b_04856;3;212;209
ESCO.0722.00269;ESCO.0722.00269.0012;ESCO.0722.00269.0012i_01857;201091;201279;188
ESCO.0722.00269;ESCO.0722.00269.0021;ESCO.0722.00269.0021i_02657;19353;19814;461
ESCO.0722.00269;ESCO.0722.00269.0177;ESCO.0722.00269.0177b_04865;128;229;101
ESCO.0722.00269;ESCO.0722.00269.0061;ESCO.0722.00269.0061b_04549;2;328;326
ESCO.0722.00269;ESCO.0722.00269.0074;ESCO.0722.00269.0074b_04677;5390;5965;575
ESCO.0722.00269;ESCO.0722.00269.0028;ESCO.0722.00269.0028i_03206;4156;5559;1403
ESCO.0722.00269;ESCO.0722.00269.0070;ESCO.0722.00269.0070i_04646;5523;5702;179
ESCO.0722.00269;ESCO.0722.00269.0145;ESCO.0722.00269.0145b_04838;248;340;92
ESCO.0722.00269;ESCO.0722.00269.0021;ESCO.0722.00269.0021b_02631;136;750;614
ESCO.0722.00269;ESCO.0722.00269.0186;ESCO.0722.00269.0186b_04871;2;187;185
ESCO.0722.00269;ESCO.0722.00269.0012;ESCO.0722.00269.0012b_01864;203038;203898;860
ESCO.0722.00269;ESCO.0722.00269.0070;ESCO.0722.00269.0070i_04648;6098;6298;200
ESCO.0722.00269;ESCO.0722.00269.0084;ESCO.0722.00269.0084b_04712;3;1133;1130
ESCO.0722.00269;ESCO.0722.00269.0187;ESCO.0722.00269.0187b_04872;3;209;206
ESCO.0722.00269;ESCO.0722.00269.0028;ESCO.0722.00269.0028i_03249;57366;63707;6341
ESCO.0722.00269;ESCO.0722.00269.0085;ESCO.0722.00269.0085i_04721;3838;4011;173
ESCO.0722.00269;ESCO.0722.00269.0156;ESCO.0722.00269.0156b_04849;2;268;266
ESCO.0722.00269;ESCO.0722.00269.0028;ESCO.0722.00269.0028i_03250;63707;68632;4925
ESCO.0722.00269;ESCO.0722.00269.0050;ESCO.0722.00269.0050i_04306;2081;2587;506
ESCO.0722.00269;ESCO.0722.00269.0069;ESCO.0722.00269.0069b_04626;97;540;443
ESCO.0722.00269;ESCO.0722.00269.0021;ESCO.0722.00269.0021i_02658;19887;20750;863
ESCO.0722.00269;ESCO.0722.00269.0009;ESCO.0722.00269.0009i_01343;48667;49122;455
ESCO.0722.00269;ESCO.0722.00269.0012;ESCO.0722.00269.0012i_01855;198731;200152;1421
ESCO.0722.00269;ESCO.0722.00269.0014;ESCO.0722.00269.0014b_01919;1;378;377
ESCO.0722.00269;ESCO.0722.00269.0036;ESCO.0722.00269.0036i_03775;40887;41177;290
ESCO.0722.00269;ESCO.0722.00269.0050;ESCO.0722.00269.0050i_04319;14606;15019;413
ESCO.0722.00269;ESCO.0722.00269.0052;ESCO.0722.00269.0052b_04383;52;222;170
ESCO.0722.00269;ESCO.0722.00269.0074;ESCO.0722.00269.0074i_04671;620;1060;440
ESCO.0722.00269;ESCO.0722.00269.0088;ESCO.0722.00269.0088b_04735;3844;4068;224
ESCO.0722.00269;ESCO.0722.00269.0175;ESCO.0722.00269.0175b_04863;1;87;86
ESCO.0722.00269;ESCO.0722.00269.0012;ESCO.0722.00269.0012i_01856;200149;200949;800
ESCO.0722.00269;ESCO.0722.00269.0028;ESCO.0722.00269.0028b_03264;91104;91316;212
ESCO.0722.00269;ESCO.0722.00269.0036;ESCO.0722.00269.0036i_03776;41167;41409;242
ESCO.0722.00269;ESCO.0722.00269.0050;ESCO.0722.00269.0050i_04320;15016;15318;302
ESCO.0722.00269;ESCO.0722.00269.0074;ESCO.0722.00269.0074i_04672;1805;1954;149
ESCO.0722.00269;ESCO.0722.00269.0176;ESCO.0722.00269.0176b_04864;3;230;227
ESCO.0722.00270;ESCO.0722.00270.0002;ESCO.0722.00270.0002i_00494;208600;210252;1652
ESCO.0722.00270;ESCO.0722.00270.0003;ESCO.0722.00270.0003i_00750;224611;225171;560
ESCO.0722.00270;ESCO.0722.00270.0009;ESCO.0722.00270.0009i_01550;2592;3680;1088
ESCO.0722.00270;ESCO.0722.00270.0010;ESCO.0722.00270.0010i_01710;1764;3263;1499
ESCO.0722.00270;ESCO.0722.00270.0020;ESCO.0722.00270.0020i_02830;45438;46550;1112
ESCO.0722.00270;ESCO.0722.00270.0045;ESCO.0722.00270.0045i_04014;3544;4737;1193
ESCO.0722.00270;ESCO.0722.00270.0055;ESCO.0722.00270.0055i_04302;26425;27063;638
ESCO.0722.00270;ESCO.0722.00270.0064;ESCO.0722.00270.0064i_04462;9013;9717;704
ESCO.0722.00270;ESCO.0722.00270.0103;ESCO.0722.00270.0103b_04622;1192;1365;173
ESCO.0722.00270;ESCO.0722.00270.0200;ESCO.0722.00270.0200b_04718;2;151;149
ESCO.0722.00270;ESCO.0722.00270.0003;ESCO.0722.00270.0003b_00541;1;771;770
ESCO.0722.00270;ESCO.0722.00270.0004;ESCO.0722.00270.0004b_00989;216987;217085;98
ESCO.0722.00270;ESCO.0722.00270.0011;ESCO.0722.00270.0011i_01981;126970;127725;755
ESCO.0722.00270;ESCO.0722.00270.0014;ESCO.0722.00270.0014b_02269;19977;20117;140
ESCO.0722.00270;ESCO.0722.00270.0020;ESCO.0722.00270.0020b_02877;91142;91717;575
ESCO.0722.00270;ESCO.0722.00270.0024;ESCO.0722.00270.0024b_03133;334;471;137
ESCO.0722.00270;ESCO.0722.00270.0038;ESCO.0722.00270.0038i_03773;5718;6623;905
ESCO.0722.00270;ESCO.0722.00270.0061;ESCO.0722.00270.0061b_04413;13245;13652;407
ESCO.0722.00270;ESCO.0722.00270.0063;ESCO.0722.00270.0063i_04445;5564;7681;2117
ESCO.0722.00270;ESCO.0722.00270.0083;ESCO.0722.00270.0083b_04573;3577;3669;92
ESCO.0722.00270;ESCO.0722.00270.0225;ESCO.0722.00270.0225b_04733;1;99;98
ESCO.0722.00270;ESCO.0722.00270.0024;ESCO.0722.00270.0024i_03134;547;909;362
ESCO.0722.00270;ESCO.0722.00270.0024;ESCO.0722.00270.0024i_03166;23045;25633;2588
ESCO.0722.00270;ESCO.0722.00270.0029;ESCO.0722.00270.0029i_03422;17095;17229;134
ESCO.0722.00270;ESCO.0722.00270.0038;ESCO.0722.00270.0038i_03774;6990;7241;251
ESCO.0722.00270;ESCO.0722.00270.0063;ESCO.0722.00270.0063i_04446;7702;8892;1190
ESCO.0722.00270;ESCO.0722.00270.0024;ESCO.0722.00270.0024i_03135;906;1838;932
ESCO.0722.00270;ESCO.0722.00270.0033;ESCO.0722.00270.0033i_03583;7793;8542;749
ESCO.0722.00270;ESCO.0722.00270.0036;ESCO.0722.00270.0036i_03711;36019;37587;1568
ESCO.0722.00270;ESCO.0722.00270.0038;ESCO.0722.00270.0038i_03775;7312;8586;1274
ESCO.0722.00270;ESCO.0722.00270.0063;ESCO.0722.00270.0063i_04447;8898;10928;2030
ESCO.0722.00270;ESCO.0722.00270.0084;ESCO.0722.00270.0084b_04575;3026;3631;605
ESCO.0722.00270;ESCO.0722.00270.0174;ESCO.0722.00270.0174b_04703;2;241;239
ESCO.0722.00270;ESCO.0722.00270.0229;ESCO.0722.00270.0229b_04735;3;95;92
ESCO.0722.00270;ESCO.0722.00270.0009;ESCO.0722.00270.0009i_01555;6789;7925;1136
ESCO.0722.00270;ESCO.0722.00270.0033;ESCO.0722.00270.0033b_03571;53;163;110
ESCO.0722.00270;ESCO.0722.00270.0035;ESCO.0722.00270.0035i_03667;6211;7122;911
ESCO.0722.00270;ESCO.0722.00270.0052;ESCO.0722.00270.0052b_04243;28602;29117;515
ESCO.0722.00270;ESCO.0722.00270.0056;ESCO.0722.00270.0056i_04307;1688;1984;296
ESCO.0722.00270;ESCO.0722.00270.0061;ESCO.0722.00270.0061i_04403;4746;5498;752
ESCO.0722.00270;ESCO.0722.00270.0068;ESCO.0722.00270.0068i_04499;6553;7119;566
ESCO.0722.00270;ESCO.0722.00270.0009;ESCO.0722.00270.0009i_01556;7935;8819;884
ESCO.0722.00270;ESCO.0722.00270.0025;ESCO.0722.00270.0025b_03284;71658;72464;806
ESCO.0722.00270;ESCO.0722.00270.0027;ESCO.0722.00270.0027b_03348;65806;66708;902
ESCO.0722.00270;ESCO.0722.00270.0028;ESCO.0722.00270.0028i_03380;28514;28663;149
ESCO.0722.00270;ESCO.0722.00270.0033;ESCO.0722.00270.0033i_03572;596;1477;881
ESCO.0722.00270;ESCO.0722.00270.0035;ESCO.0722.00270.0035i_03668;7503;7745;242
ESCO.0722.00270;ESCO.0722.00270.0061;ESCO.0722.00270.0061i_04404;5740;6612;872
ESCO.0722.00270;ESCO.0722.00270.0131;ESCO.0722.00270.0131b_04660;3;500;497
ESCO.0722.00270;ESCO.0722.00270.0003;ESCO.0722.00270.0003i_00748;223952;224281;329
ESCO.0722.00270;ESCO.0722.00270.0005;ESCO.0722.00270.0005i_01068;89813;90586;773
ESCO.0722.00270;ESCO.0722.00270.0005;ESCO.0722.00270.0005i_01100;119986;120324;338
ESCO.0722.00270;ESCO.0722.00270.0009;ESCO.0722.00270.0009b_01548;98;1522;1424
ESCO.0722.00270;ESCO.0722.00270.0017;ESCO.0722.00270.0017i_02508;14076;15215;1139
ESCO.0722.00270;ESCO.0722.00270.0021;ESCO.0722.00270.0021i_02892;15796;16614;818
ESCO.0722.00270;ESCO.0722.00270.0047;ESCO.0722.00270.0047b_04108;30835;31041;206
ESCO.0722.00270;ESCO.0722.00270.0057;ESCO.0722.00270.0057i_04332;3050;3247;197
ESCO.0722.00270;ESCO.0722.00270.0060;ESCO.0722.00270.0060b_04396;15087;15179;92
ESCO.0722.00270;ESCO.0722.00270.0001;ESCO.0722.00270.0001i_00070;67586;68359;773
ESCO.0722.00270;ESCO.0722.00270.0017;ESCO.0722.00270.0017i_02502;10247;10687;440
ESCO.0722.00270;ESCO.0722.00270.0021;ESCO.0722.00270.0021i_02950;75430;75720;290
ESCO.0722.00270;ESCO.0722.00270.0024;ESCO.0722.00270.0024i_03142;4921;5418;497
ESCO.0722.00270;ESCO.0722.00270.0024;ESCO.0722.00270.0024i_03174;30633;31205;572
ESCO.0722.00270;ESCO.0722.00270.0049;ESCO.0722.00270.0049b_04166;29630;30067;437
ESCO.0722.00270;ESCO.0722.00270.0062;ESCO.0722.00270.0062i_04422;4183;4317;134
ESCO.0722.00270;ESCO.0722.00270.0148;ESCO.0722.00270.0148b_04678;1;354;353
ESCO.0722.00270;ESCO.0722.00270.0017;ESCO.0722.00270.0017i_02503;10660;10950;290
ESCO.0722.00270;ESCO.0722.00270.0019;ESCO.0722.00270.0019i_02791;101185;102093;908
ESCO.0722.00270;ESCO.0722.00270.0040;ESCO.0722.00270.0040b_03847;28;123;95
ESCO.0722.00270;ESCO.0722.00270.0040;ESCO.0722.00270.0040b_03879;40285;41961;1676
ESCO.0722.00270;ESCO.0722.00270.0056;ESCO.0722.00270.0056b_04327;19764;20909;1145
ESCO.0722.00270;ESCO.0722.00270.0062;ESCO.0722.00270.0062i_04423;4471;4632;161
ESCO.0722.00270;ESCO.0722.00270.0078;ESCO.0722.00270.0078b_04551;3725;4324;599
ESCO.0722.00270;ESCO.0722.00270.0182;ESCO.0722.00270.0182b_04711;3;203;200
ESCO.0722.00270;ESCO.0722.00270.0017;ESCO.0722.00270.0017i_02504;11196;11558;362
ESCO.0722.00270;ESCO.0722.00270.0018;ESCO.0722.00270.0018i_02696;103086;104150;1064
ESCO.0722.00270;ESCO.0722.00270.0019;ESCO.0722.00270.0019b_02792;102090;102686;596
ESCO.0722.00270;ESCO.0722.00270.0038;ESCO.0722.00270.0038i_03784;16623;16781;158
ESCO.0722.00270;ESCO.0722.00270.0149;ESCO.0722.00270.0149b_04680;250;354;104
ESCO.0722.00270;ESCO.0722.00270.0244;ESCO.0722.00270.0244b_04744;3;65;62
ESCO.0722.00270;ESCO.0722.00270.0001;ESCO.0722.00270.0001i_00067;64684;64992;308
ESCO.0722.00270;ESCO.0722.00270.0024;ESCO.0722.00270.0024i_03139;2989;3873;884
ESCO.0722.00270;ESCO.0722.00270.0024;ESCO.0722.00270.0024i_03171;28702;29061;359
ESCO.0722.00270;ESCO.0722.00270.0024;ESCO.0722.00270.0024i_03203;60994;61554;560
ESCO.0722.00270;ESCO.0722.00270.0033;ESCO.0722.00270.0033i_03587;9781;10005;224
ESCO.0722.00270;ESCO.0722.00270.0178;ESCO.0722.00270.0178b_04707;2;208;206
ESCO.0722.00270;ESCO.0722.00270.0234;ESCO.0722.00270.0234b_04739;3;89;86
ESCO.0722.00270;ESCO.0722.00270.0004;ESCO.0722.00270.0004i_00836;62972;63553;581
ESCO.0722.00270;ESCO.0722.00270.0017;ESCO.0722.00270.0017i_02500;8639;10030;1391
ESCO.0722.00270;ESCO.0722.00270.0024;ESCO.0722.00270.0024i_03172;29132;29533;401
ESCO.0722.00270;ESCO.0722.00270.0033;ESCO.0722.00270.0033i_03588;10087;10305;218
ESCO.0722.00270;ESCO.0722.00270.0056;ESCO.0722.00270.0056i_04324;17845;18627;782
ESCO.0722.00270;ESCO.0722.00270.0178;ESCO.0722.00270.0178b_04708;166;234;68
ESCO.0722.00270;ESCO.0722.00270.0004;ESCO.0722.00270.0004i_00837;63593;63715;122
ESCO.0722.00270;ESCO.0722.00270.0017;ESCO.0722.00270.0017i_02501;10033;10266;233
ESCO.0722.00270;ESCO.0722.00270.0021;ESCO.0722.00270.0021i_02949;74938;75429;491
ESCO.0722.00270;ESCO.0722.00270.0024;ESCO.0722.00270.0024i_03173;29860;30720;860
ESCO.0722.00270;ESCO.0722.00270.0033;ESCO.0722.00270.0033i_03589;10456;11331;875
ESCO.0722.00270;ESCO.0722.00270.0040;ESCO.0722.00270.0040i_03877;37240;38796;1556
ESCO.0722.00270;ESCO.0722.00270.0051;ESCO.0722.00270.0051b_04197;51;551;500
ESCO.0722.00270;ESCO.0722.00270.0179;ESCO.0722.00270.0179b_04709;2;229;227
ESCO.0722.00270;ESCO.0722.00270.0003;ESCO.0722.00270.0003i_00749;224326;224418;92
ESCO.0722.00270;ESCO.0722.00270.0005;ESCO.0722.00270.0005i_01069;90655;91290;635
ESCO.0722.00270;ESCO.0722.00270.0009;ESCO.0722.00270.0009i_01549;1528;2274;746
ESCO.0722.00270;ESCO.0722.00270.0010;ESCO.0722.00270.0010i_01709;1021;1767;746
ESCO.0722.00270;ESCO.0722.00270.0021;ESCO.0722.00270.0021i_02893;16780;17280;500
ESCO.0722.00270;ESCO.0722.00270.0054;ESCO.0722.00270.0054b_04269;14982;15425;443
ESCO.0722.00270;ESCO.0722.00270.0057;ESCO.0722.00270.0057i_04333;3256;3819;563
ESCO.0722.00270;ESCO.0722.00270.0064;ESCO.0722.00270.0064i_04461;8701;8844;143
ESCO.0722.00270;ESCO.0722.00270.0080;ESCO.0722.00270.0080i_04557;1365;1739;374
ESCO.0722.00270;ESCO.0722.00270.0103;ESCO.0722.00270.0103b_04621;2;1192;1190
ESCO.0722.00270;ESCO.0722.00270.0009;ESCO.0722.00270.0009i_01560;11937;12539;602
ESCO.0722.00270;ESCO.0722.00270.0016;ESCO.0722.00270.0016i_02424;35252;35437;185
ESCO.0722.00270;ESCO.0722.00270.0023;ESCO.0722.00270.0023i_03128;80656;81081;425
ESCO.0722.00270;ESCO.0722.00270.0024;ESCO.0722.00270.0024i_03192;45640;46089;449
ESCO.0722.00270;ESCO.0722.00270.0030;ESCO.0722.00270.0030i_03512;51001;51933;932
ESCO.0722.00270;ESCO.0722.00270.0033;ESCO.0722.00270.0033i_03576;2828;3214;386
ESCO.0722.00270;ESCO.0722.00270.0034;ESCO.0722.00270.0034i_03640;23927;24820;893
ESCO.0722.00270;ESCO.0722.00270.0057;ESCO.0722.00270.0057i_04344;12842;14707;1865
ESCO.0722.00270;ESCO.0722.00270.0061;ESCO.0722.00270.0061i_04408;9758;10864;1106
ESCO.0722.00270;ESCO.0722.00270.0164;ESCO.0722.00270.0164b_04696;3;281;278
ESCO.0722.00270;ESCO.0722.00270.0002;ESCO.0722.00270.0002i_00505;219438;220373;935
ESCO.0722.00270;ESCO.0722.00270.0024;ESCO.0722.00270.0024i_03193;46096;46773;677
ESCO.0722.00270;ESCO.0722.00270.0033;ESCO.0722.00270.0033i_03577;3298;3567;269
ESCO.0722.00270;ESCO.0722.00270.0057;ESCO.0722.00270.0057i_04345;14733;17732;2999
ESCO.0722.00270;ESCO.0722.00270.0061;ESCO.0722.00270.0061i_04409;11078;11407;329
ESCO.0722.00270;ESCO.0722.00270.0065;ESCO.0722.00270.0065b_04473;9955;10608;653
ESCO.0722.00270;ESCO.0722.00270.0136;ESCO.0722.00270.0136b_04665;2;124;122
ESCO.0722.00270;ESCO.0722.00270.0002;ESCO.0722.00270.0002i_00506;220385;221329;944
ESCO.0722.00270;ESCO.0722.00270.0003;ESCO.0722.00270.0003i_00602;66048;66461;413
ESCO.0722.00270;ESCO.0722.00270.0033;ESCO.0722.00270.0033i_03578;4225;4323;98
ESCO.0722.00270;ESCO.0722.00270.0061;ESCO.0722.00270.0061i_04410;11437;11775;338
ESCO.0722.00270;ESCO.0722.00270.0063;ESCO.0722.00270.0063i_04442;2197;3342;1145
ESCO.0722.00270;ESCO.0722.00270.0066;ESCO.0722.00270.0066b_04474;1081;3036;1955
ESCO.0722.00270;ESCO.0722.00270.0083;ESCO.0722.00270.0083b_04570;39;2054;2015
ESCO.0722.00270;ESCO.0722.00270.0136;ESCO.0722.00270.0136b_04666;258;401;143
ESCO.0722.00270;ESCO.0722.00270.0166;ESCO.0722.00270.0166b_04698;2;262;260
ESCO.0722.00270;ESCO.0722.00270.0220;ESCO.0722.00270.0220b_04730;2;106;104
ESCO.0722.00270;ESCO.0722.00270.0009;ESCO.0722.00270.0009i_01557;8829;9566;737
ESCO.0722.00270;ESCO.0722.00270.0028;ESCO.0722.00270.0028b_03349;893;1090;197
ESCO.0722.00270;ESCO.0722.00270.0033;ESCO.0722.00270.0033i_03573;1562;2260;698
