bacteria;gene
ESCO.0722.00352;ESCO.0722.00352.0249b_04908
ESCO.0722.00352;ESCO.0722.00352.0287b_04940
ESCO.0722.00352;ESCO.0722.00352.0336b_04972
ESCO.0722.00352;ESCO.0722.00352.0385b_05004
ESCO.0722.00357;ESCO.0722.00357.0006i_00896
ESCO.0722.00357;ESCO.0722.00357.0009b_01376
ESCO.0722.00357;ESCO.0722.00357.0028i_03104
ESCO.0722.00357;ESCO.0722.00357.0036i_03360
ESCO.0722.00357;ESCO.0722.00357.0043i_03680
ESCO.0722.00357;ESCO.0722.00357.0089b_04416
ESCO.0722.00357;ESCO.0722.00357.0197b_04704
ESCO.0722.00357;ESCO.0722.00357.0354b_04864
ESCO.0722.00357;ESCO.0722.00357.0455b_04928
ESCO.0722.00359;ESCO.0722.00359.0019i_02785
ESCO.0722.00359;ESCO.0722.00359.0043i_04353
ESCO.0722.00359;ESCO.0722.00359.0113b_04737
ESCO.0722.00359;ESCO.0722.00359.0192b_04865
ESCO.0722.00359;ESCO.0722.00359.0250b_04929
ESCO.0722.00359;ESCO.0722.00359.0276b_04961
ESCO.0722.00359;ESCO.0722.00359.0340b_05025
ESCO.0722.00359;ESCO.0722.00359.0369b_05057
ESCO.0722.00359;ESCO.0722.00359.0396b_05089
ESCO.0722.00359;ESCO.0722.00359.0430b_05121
ESCO.0722.00359;ESCO.0722.00359.0463b_05153
ESCO.0722.00359;ESCO.0722.00359.0498b_05185
ESCO.0722.00359;ESCO.0722.00359.0534b_05217
ESCO.0722.00359;ESCO.0722.00359.0567b_05249
ESCO.0722.00359;ESCO.0722.00359.0599b_05281
ESCO.0722.00359;ESCO.0722.00359.0634b_05313
ESCO.0722.00359;ESCO.0722.00359.0669b_05345
ESCO.0722.00359;ESCO.0722.00359.0737b_05409
ESCO.0722.00359;ESCO.0722.00359.0772b_05441
ESCO.0722.00359;ESCO.0722.00359.0810b_05473
ESCO.0722.00359;ESCO.0722.00359.0845b_05505
ESCO.0722.00359;ESCO.0722.00359.0878b_05537
ESCO.0722.00359;ESCO.0722.00359.0914b_05569
ESCO.0722.00359;ESCO.0722.00359.0951b_05601
ESCO.0722.00359;ESCO.0722.00359.1020b_05665
ESCO.0722.00359;ESCO.0722.00359.1058b_05697
ESCO.0722.00359;ESCO.0722.00359.1093b_05729
ESCO.0722.00359;ESCO.0722.00359.1128b_05761
ESCO.0722.00359;ESCO.0722.00359.1164b_05793
ESCO.0722.00359;ESCO.0722.00359.1204b_05825
ESCO.0722.00359;ESCO.0722.00359.1238b_05857
ESCO.0722.00359;ESCO.0722.00359.1269b_05889
ESCO.0722.00359;ESCO.0722.00359.1304b_05921
ESCO.0722.00359;ESCO.0722.00359.1341b_05953
ESCO.0722.00375;ESCO.0722.00375.0019i_02051
ESCO.0722.00375;ESCO.0722.00375.0043b_03267
ESCO.0722.00375;ESCO.0722.00375.0274b_04835
ESCO.0722.00375;ESCO.0722.00375.0309b_04867
ESCO.0722.00379;ESCO.0722.00379.0009b_01146
ESCO.0722.00379;ESCO.0722.00379.0025i_02618
ESCO.0722.00379;ESCO.0722.00379.0094i_04666
ESCO.0722.00383;ESCO.0722.00383.0011i_01163
ESCO.0722.00383;ESCO.0722.00383.0080b_04171
ESCO.0722.00383;ESCO.0722.00383.0108b_04459
ESCO.0722.00383;ESCO.0722.00383.0117b_04491
ESCO.0722.00383;ESCO.0722.00383.0218b_04683
ESCO.0722.00383;ESCO.0722.00383.0247b_04715
ESCO.0722.00383;ESCO.0722.00383.0286b_04747
ESCO.0722.00035;ESCO.0722.00035.0008i_01422
ESCO.0722.00035;ESCO.0722.00035.0008i_01454
ESCO.0722.00035;ESCO.0722.00035.0009i_01486
ESCO.0722.00035;ESCO.0722.00035.0015i_02350
ESCO.0722.00035;ESCO.0722.00035.0015i_02382
ESCO.0722.00035;ESCO.0722.00035.0029i_04526
ESCO.0722.00035;ESCO.0722.00035.0050b_04750
ESCO.0722.00035;ESCO.0722.00035.0083b_04782
ESCO.0722.00035;ESCO.0722.00035.0149b_04814
ESCO.0722.00043;ESCO.0722.00043.0028b_04442
ESCO.0722.00043;ESCO.0722.00043.0045b_04666
ESCO.0722.00043;ESCO.0722.00043.0079i_04762
ESCO.0722.00043;ESCO.0722.00043.0101b_04794
ESCO.0722.00085;ESCO.0722.00085.0032i_03993
ESCO.0722.00129;ESCO.0722.00129.0016i_03156
ESCO.0722.00129;ESCO.0722.00129.0016i_03188
ESCO.0722.00129;ESCO.0722.00129.0024i_04020
ESCO.0722.00129;ESCO.0722.00129.0024i_04052
ESCO.0722.00129;ESCO.0722.00129.0205b_05044
ESCO.0722.00140;ESCO.0722.00140.0138b_04606
ESCO.0722.00140;ESCO.0722.00140.0192b_04638
ESCO.0722.00142;ESCO.0722.00142.0179b_04726
ESCO.0722.00149;ESCO.0722.00149.0001i_00107
ESCO.0722.00149;ESCO.0722.00149.0003i_00619
ESCO.0722.00149;ESCO.0722.00149.0014i_02411
ESCO.0722.00149;ESCO.0722.00149.0031i_04107
ESCO.0722.00149;ESCO.0722.00149.0031i_04139
ESCO.0722.00149;ESCO.0722.00149.0031i_04171
ESCO.0722.00149;ESCO.0722.00149.0035i_04395
ESCO.0722.00149;ESCO.0722.00149.0035i_04427
ESCO.0722.00149;ESCO.0722.00149.0037i_04523
ESCO.0722.00149;ESCO.0722.00149.0037i_04555
ESCO.0722.00149;ESCO.0722.00149.0044i_04779
ESCO.0722.00149;ESCO.0722.00149.0049b_04843
ESCO.0722.00149;ESCO.0722.00149.0054i_04907
ESCO.0722.00149;ESCO.0722.00149.0068i_04971
ESCO.0722.00149;ESCO.0722.00149.0079i_05003
ESCO.0722.00149;ESCO.0722.00149.0178b_05099
ESCO.0722.00151;ESCO.0722.00151.0004i_00620
ESCO.0722.00151;ESCO.0722.00151.0015i_03052
ESCO.0722.00151;ESCO.0722.00151.0027i_04140
ESCO.0722.00151;ESCO.0722.00151.0128b_04972
ESCO.0722.00151;ESCO.0722.00151.0156b_05004
ESCO.0722.00151;ESCO.0722.00151.0253b_05100
ESCO.0722.00151;ESCO.0722.00151.0291b_05132
ESCO.0722.00166;ESCO.0722.00166.0005i_01456
ESCO.0722.00166;ESCO.0722.00166.0007i_01968
ESCO.0722.00166;ESCO.0722.00166.0009i_02320
ESCO.0722.00166;ESCO.0722.00166.0038b_04272
ESCO.0722.00166;ESCO.0722.00166.0051i_04528
ESCO.0722.00166;ESCO.0722.00166.0057b_04592
ESCO.0722.00166;ESCO.0722.00166.0078b_04656
ESCO.0722.00169;ESCO.0722.00169.0016i_03003
ESCO.0722.00169;ESCO.0722.00169.0048i_04219
ESCO.0722.00169;ESCO.0722.00169.0057i_04347
ESCO.0722.00169;ESCO.0722.00169.0070b_04411
ESCO.0722.00169;ESCO.0722.00169.0079b_04443
ESCO.0722.00169;ESCO.0722.00169.0102b_04475
ESCO.0722.00169;ESCO.0722.00169.0162b_04539
ESCO.0722.00169;ESCO.0722.00169.0203b_04571
ESCO.0722.00170;ESCO.0722.00170.0002i_00475
ESCO.0722.00170;ESCO.0722.00170.0007i_01211
ESCO.0722.00170;ESCO.0722.00170.0031i_03931
ESCO.0722.00170;ESCO.0722.00170.0040i_04347
ESCO.0722.00170;ESCO.0722.00170.0043b_04475
ESCO.0722.00170;ESCO.0722.00170.0089b_04763
ESCO.0722.00201;ESCO.0722.00201.0029i_03781
ESCO.0722.00201;ESCO.0722.00201.0082b_04805
ESCO.0722.00201;ESCO.0722.00201.0252b_05029
ESCO.0722.00201;ESCO.0722.00201.0291b_05061
ESCO.0722.00201;ESCO.0722.00201.0340b_05093
ESCO.0722.00215;ESCO.0722.00215.0013i_02202
ESCO.0722.00215;ESCO.0722.00215.0016i_02650
ESCO.0722.00215;ESCO.0722.00215.0032i_03706
ESCO.0722.00215;ESCO.0722.00215.0070b_04474
ESCO.0722.00215;ESCO.0722.00215.0110b_04538
ESCO.0722.00230;ESCO.0722.00230.0036b_03784
ESCO.0722.00230;ESCO.0722.00230.0053i_04520
ESCO.0722.00230;ESCO.0722.00230.0076b_04712
ESCO.0722.00230;ESCO.0722.00230.0086b_04744
ESCO.0722.00230;ESCO.0722.00230.0098b_04776
ESCO.0722.00230;ESCO.0722.00230.0244b_04936
ESCO.0722.00256;ESCO.0722.00256.0001i_00234
ESCO.0722.00256;ESCO.0722.00256.0006i_01066
ESCO.0722.00256;ESCO.0722.00256.0022i_02826
ESCO.0722.00256;ESCO.0722.00256.0040i_04298
ESCO.0722.00256;ESCO.0722.00256.0046i_04490
ESCO.0722.00256;ESCO.0722.00256.0052i_04618
ESCO.0722.00256;ESCO.0722.00256.0206b_05066
ESCO.0722.00256;ESCO.0722.00256.0247b_05098
ESCO.0722.00257;ESCO.0722.00257.0046i_04136
ESCO.0722.00257;ESCO.0722.00257.0046i_04168
ESCO.0722.00257;ESCO.0722.00257.0049i_04264
ESCO.0722.00257;ESCO.0722.00257.0072b_04616
ESCO.0722.00257;ESCO.0722.00257.0201b_04808
ESCO.0722.00258;ESCO.0722.00258.0001i_00018
ESCO.0722.00258;ESCO.0722.00258.0020i_02450
ESCO.0722.00258;ESCO.0722.00258.0020i_02482
ESCO.0722.00258;ESCO.0722.00258.0028i_03314
ESCO.0722.00258;ESCO.0722.00258.0030i_03570
ESCO.0722.00258;ESCO.0722.00258.0064i_04690
ESCO.0722.00258;ESCO.0722.00258.0070i_04754
ESCO.0722.00258;ESCO.0722.00258.0180b_04978
ESCO.0722.00258;ESCO.0722.00258.0255b_05042
ESCO.0722.00258;ESCO.0722.00258.0294b_05074
ESCO.0722.00258;ESCO.0722.00258.0345b_05106
ESCO.0722.00269;ESCO.0722.00269.0010i_01423
ESCO.0722.00269;ESCO.0722.00269.0028i_03247
ESCO.0722.00269;ESCO.0722.00269.0050b_04335
ESCO.0722.00269;ESCO.0722.00269.0093b_04751
ESCO.0722.00269;ESCO.0722.00269.0153b_04847
ESCO.0722.00270;ESCO.0722.00270.0002i_00505
ESCO.0722.00270;ESCO.0722.00270.0024i_03193
ESCO.0722.00270;ESCO.0722.00270.0033i_03577
ESCO.0722.00270;ESCO.0722.00270.0057i_04345
ESCO.0722.00270;ESCO.0722.00270.0061i_04409
ESCO.0722.00270;ESCO.0722.00270.0065b_04473
ESCO.0722.00270;ESCO.0722.00270.0136b_04665
ESCO.0722.00277;ESCO.0722.00277.0015i_01809
ESCO.0722.00277;ESCO.0722.00277.0069i_04145
ESCO.0722.00277;ESCO.0722.00277.0103b_04241
ESCO.0722.00277;ESCO.0722.00277.0152b_04273
ESCO.0722.00297;ESCO.0722.00297.0002i_00612
ESCO.0722.00297;ESCO.0722.00297.0014b_02372
ESCO.0722.00297;ESCO.0722.00297.0015i_02596
ESCO.0722.00297;ESCO.0722.00297.0018i_02788
ESCO.0722.00297;ESCO.0722.00297.0018i_02820
ESCO.0722.00297;ESCO.0722.00297.0029i_03716
ESCO.0722.00297;ESCO.0722.00297.0038i_04164
ESCO.0722.00297;ESCO.0722.00297.0043i_04260
ESCO.0722.00297;ESCO.0722.00297.0058i_04740
ESCO.0722.00297;ESCO.0722.00297.0062i_04804
ESCO.0722.00297;ESCO.0722.00297.0162b_05124
ESCO.0722.00306;ESCO.0722.00306.0048i_04074
ESCO.0722.00306;ESCO.0722.00306.0048i_04106
ESCO.0722.00306;ESCO.0722.00306.0135b_04810
ESCO.0722.00308;ESCO.0722.00308.0015i_02430
ESCO.0722.00308;ESCO.0722.00308.0036i_03934
ESCO.0722.00308;ESCO.0722.00308.0036i_03998
ESCO.0722.00308;ESCO.0722.00308.0050i_04446
ESCO.0722.00308;ESCO.0722.00308.0140b_05022
ESCO.0722.00308;ESCO.0722.00308.0159b_05054
ESCO.0722.00308;ESCO.0722.00308.0176b_05086
ESCO.0722.00308;ESCO.0722.00308.0315b_05246
ESCO.0722.00323;ESCO.0722.00323.0026i_02790
ESCO.0722.00323;ESCO.0722.00323.0029i_03142
ESCO.0722.00323;ESCO.0722.00323.0044i_03846
ESCO.0722.00323;ESCO.0722.00323.0056i_04326
ESCO.0722.00323;ESCO.0722.00323.0059i_04390
ESCO.0722.00323;ESCO.0722.00323.0069i_04550
ESCO.0722.00323;ESCO.0722.00323.0100i_04742
ESCO.0722.00323;ESCO.0722.00323.0125b_04806
ESCO.0722.00323;ESCO.0722.00323.0147b_04838
ESCO.0722.00323;ESCO.0722.00323.0291b_04966
ESCO.0722.00323;ESCO.0722.00323.0351b_04998
ESCO.0722.00331;ESCO.0722.00331.0003i_00413
ESCO.0722.00331;ESCO.0722.00331.0003i_00541
ESCO.0722.00331;ESCO.0722.00331.0069i_03933
ESCO.0722.00331;ESCO.0722.00331.0071i_03965
ESCO.0722.00331;ESCO.0722.00331.0109b_04189
ESCO.0722.00343;ESCO.0722.00343.0073i_04551
ESCO.0722.00343;ESCO.0722.00343.0119i_04839
ESCO.0722.00343;ESCO.0722.00343.0189b_04967
ESCO.0722.00343;ESCO.0722.00343.0291b_05063
ESCO.0722.00343;ESCO.0722.00343.0332b_05095
ESCO.0722.00348;ESCO.0722.00348.0029i_03178
ESCO.0722.00348;ESCO.0722.00348.0029i_03210
ESCO.0722.00348;ESCO.0722.00348.0148b_04778
ESCO.0722.00348;ESCO.0722.00348.0173b_04810
ESCO.0722.00348;ESCO.0722.00348.0305b_04938
ESCO.0722.00352;ESCO.0722.00352.0014i_02093
ESCO.0722.00352;ESCO.0722.00352.0029i_03117
ESCO.0722.00352;ESCO.0722.00352.0037i_03501
ESCO.0722.00352;ESCO.0722.00352.0037b_03533
ESCO.0722.00352;ESCO.0722.00352.0048b_03917
ESCO.0722.00352;ESCO.0722.00352.0050i_03981
ESCO.0722.00352;ESCO.0722.00352.0072i_04493
ESCO.0722.00352;ESCO.0722.00352.0119b_04749
ESCO.0722.00352;ESCO.0722.00352.0214b_04877
ESCO.0722.00352;ESCO.0722.00352.0250b_04909
ESCO.0722.00357;ESCO.0722.00357.0006i_00897
ESCO.0722.00357;ESCO.0722.00357.0028i_03105
ESCO.0722.00357;ESCO.0722.00357.0036i_03361
ESCO.0722.00357;ESCO.0722.00357.0222b_04737
ESCO.0722.00357;ESCO.0722.00357.0251b_04769
ESCO.0722.00357;ESCO.0722.00357.0318b_04833
ESCO.0722.00359;ESCO.0722.00359.0016i_02594
ESCO.0722.00359;ESCO.0722.00359.0017i_02690
ESCO.0722.00359;ESCO.0722.00359.0065i_04578
ESCO.0722.00359;ESCO.0722.00359.0170b_04834
ESCO.0722.00359;ESCO.0722.00359.0193b_04866
ESCO.0722.00359;ESCO.0722.00359.0221b_04898
ESCO.0722.00359;ESCO.0722.00359.0251b_04930
ESCO.0722.00359;ESCO.0722.00359.0277b_04962
ESCO.0722.00359;ESCO.0722.00359.0307b_04994
ESCO.0722.00359;ESCO.0722.00359.0397b_05090
ESCO.0722.00359;ESCO.0722.00359.0431b_05122
ESCO.0722.00359;ESCO.0722.00359.0464b_05154
ESCO.0722.00359;ESCO.0722.00359.0499b_05186
ESCO.0722.00359;ESCO.0722.00359.0535b_05218
ESCO.0722.00359;ESCO.0722.00359.0568b_05250
ESCO.0722.00359;ESCO.0722.00359.0600b_05282
ESCO.0722.00359;ESCO.0722.00359.0635b_05314
ESCO.0722.00359;ESCO.0722.00359.0670b_05346
ESCO.0722.00359;ESCO.0722.00359.0706b_05378
ESCO.0722.00359;ESCO.0722.00359.0773b_05442
ESCO.0722.00359;ESCO.0722.00359.0811b_05474
ESCO.0722.00359;ESCO.0722.00359.0846b_05506
ESCO.0722.00359;ESCO.0722.00359.0881b_05538
ESCO.0722.00359;ESCO.0722.00359.0915b_05570
ESCO.0722.00359;ESCO.0722.00359.0952b_05602
ESCO.0722.00359;ESCO.0722.00359.0985b_05634
ESCO.0722.00359;ESCO.0722.00359.1021b_05666
ESCO.0722.00359;ESCO.0722.00359.1059b_05698
ESCO.0722.00359;ESCO.0722.00359.1094b_05730
ESCO.0722.00359;ESCO.0722.00359.1129b_05762
ESCO.0722.00359;ESCO.0722.00359.1165b_05794
ESCO.0722.00359;ESCO.0722.00359.1205b_05826
ESCO.0722.00359;ESCO.0722.00359.1238b_05858
ESCO.0722.00359;ESCO.0722.00359.1270b_05890
ESCO.0722.00359;ESCO.0722.00359.1305b_05922
ESCO.0722.00359;ESCO.0722.00359.1342b_05954
ESCO.0722.00375;ESCO.0722.00375.0026b_02628
ESCO.0722.00375;ESCO.0722.00375.0041i_03204
ESCO.0722.00375;ESCO.0722.00375.0044b_03268
ESCO.0722.00375;ESCO.0722.00375.0076i_04260
ESCO.0722.00375;ESCO.0722.00375.0178b_04740
ESCO.0722.00375;ESCO.0722.00375.0311b_04868
ESCO.0722.00375;ESCO.0722.00375.0434b_04932
ESCO.0722.00379;ESCO.0722.00379.0278b_05051
ESCO.0722.00379;ESCO.0722.00379.0315b_05083
ESCO.0722.00379;ESCO.0722.00379.0368b_05115
ESCO.0722.00383;ESCO.0722.00383.0006i_00428
ESCO.0722.00383;ESCO.0722.00383.0011i_01164
ESCO.0722.00383;ESCO.0722.00383.0056b_03564
ESCO.0722.00383;ESCO.0722.00383.0096b_04364
ESCO.0722.00383;ESCO.0722.00383.0098b_04396
ESCO.0722.00383;ESCO.0722.00383.0187b_04652
ESCO.0722.00383;ESCO.0722.00383.0288b_04748
ESCO.0722.00035;ESCO.0722.00035.0008i_01423
ESCO.0722.00035;ESCO.0722.00035.0008i_01455
ESCO.0722.00035;ESCO.0722.00035.0009i_01487
ESCO.0722.00035;ESCO.0722.00035.0011i_01967
ESCO.0722.00035;ESCO.0722.00035.0015i_02351
ESCO.0722.00035;ESCO.0722.00035.0015i_02383
ESCO.0722.00035;ESCO.0722.00035.0020i_03439
ESCO.0722.00035;ESCO.0722.00035.0029i_04495
ESCO.0722.00035;ESCO.0722.00035.0029i_04527
ESCO.0722.00035;ESCO.0722.00035.0036i_04719
ESCO.0722.00035;ESCO.0722.00035.0084b_04783
ESCO.0722.00043;ESCO.0722.00043.0079b_04763
ESCO.0722.00053;ESCO.0722.00053.0002i_00642
ESCO.0722.00053;ESCO.0722.00053.0040b_04546
ESCO.0722.00085;ESCO.0722.00085.0081b_04538
ESCO.0722.00129;ESCO.0722.00129.0016i_03157
ESCO.0722.00129;ESCO.0722.00129.0016i_03189
ESCO.0722.00129;ESCO.0722.00129.0024i_04053
ESCO.0722.00129;ESCO.0722.00129.0074b_04885
ESCO.0722.00129;ESCO.0722.00129.0170b_05013
ESCO.0722.00140;ESCO.0722.00140.0101b_04575
ESCO.0722.00140;ESCO.0722.00140.0139b_04607
ESCO.0722.00142;ESCO.0722.00142.0002i_00311
ESCO.0722.00142;ESCO.0722.00142.0010i_01847
ESCO.0722.00142;ESCO.0722.00142.0108b_04663
ESCO.0722.00142;ESCO.0722.00142.0180b_04727
ESCO.0722.00142;ESCO.0722.00142.0222b_04759
ESCO.0722.00149;ESCO.0722.00149.0001i_00108
ESCO.0722.00149;ESCO.0722.00149.0003i_00620
ESCO.0722.00149;ESCO.0722.00149.0031i_04140
ESCO.0722.00149;ESCO.0722.00149.0031i_04172
ESCO.0722.00149;ESCO.0722.00149.0035i_04396
ESCO.0722.00149;ESCO.0722.00149.0035i_04428
ESCO.0722.00149;ESCO.0722.00149.0037i_04524
ESCO.0722.00149;ESCO.0722.00149.0037i_04556
ESCO.0722.00149;ESCO.0722.00149.0044i_04780
ESCO.0722.00149;ESCO.0722.00149.0049i_04844
ESCO.0722.00149;ESCO.0722.00149.0054b_04908
ESCO.0722.00149;ESCO.0722.00149.0068i_04972
ESCO.0722.00149;ESCO.0722.00149.0079b_05004
ESCO.0722.00151;ESCO.0722.00151.0004i_00621
ESCO.0722.00151;ESCO.0722.00151.0014i_02893
ESCO.0722.00151;ESCO.0722.00151.0015i_03053
ESCO.0722.00151;ESCO.0722.00151.0027i_04141
ESCO.0722.00151;ESCO.0722.00151.0077b_04877
ESCO.0722.00151;ESCO.0722.00151.0093b_04909
ESCO.0722.00151;ESCO.0722.00151.0157b_05005
ESCO.0722.00151;ESCO.0722.00151.0220b_05069
ESCO.0722.00151;ESCO.0722.00151.0254b_05101
ESCO.0722.00166;ESCO.0722.00166.0005i_01457
ESCO.0722.00166;ESCO.0722.00166.0038i_04273
ESCO.0722.00166;ESCO.0722.00166.0050b_04497
ESCO.0722.00166;ESCO.0722.00166.0051i_04529
ESCO.0722.00166;ESCO.0722.00166.0065b_04625
ESCO.0722.00166;ESCO.0722.00166.0078b_04657
ESCO.0722.00166;ESCO.0722.00166.0141b_04721
ESCO.0722.00169;ESCO.0722.00169.0048i_04220
ESCO.0722.00169;ESCO.0722.00169.0051b_04284
ESCO.0722.00169;ESCO.0722.00169.0057i_04348
ESCO.0722.00169;ESCO.0722.00169.0103b_04476
ESCO.0722.00169;ESCO.0722.00169.0163b_04540
ESCO.0722.00170;ESCO.0722.00170.0002i_00476
ESCO.0722.00170;ESCO.0722.00170.0007i_01212
ESCO.0722.00170;ESCO.0722.00170.0118b_04796
ESCO.0722.00201;ESCO.0722.00201.0029i_03782
ESCO.0722.00201;ESCO.0722.00201.0083b_04806
ESCO.0722.00201;ESCO.0722.00201.0150b_04934
ESCO.0722.00201;ESCO.0722.00201.0184b_04966
ESCO.0722.00201;ESCO.0722.00201.0253b_05030
ESCO.0722.00215;ESCO.0722.00215.0001i_00155
ESCO.0722.00215;ESCO.0722.00215.0013i_02203
ESCO.0722.00215;ESCO.0722.00215.0070i_04475
ESCO.0722.00230;ESCO.0722.00230.0086i_04745
ESCO.0722.00230;ESCO.0722.00230.0206b_04905
ESCO.0722.00230;ESCO.0722.00230.0246b_04937
ESCO.0722.00256;ESCO.0722.00256.0001i_00235
ESCO.0722.00256;ESCO.0722.00256.0006i_01067
ESCO.0722.00256;ESCO.0722.00256.0022i_02827
ESCO.0722.00256;ESCO.0722.00256.0052i_04619
ESCO.0722.00256;ESCO.0722.00256.0087b_04907
ESCO.0722.00256;ESCO.0722.00256.0207b_05067
ESCO.0722.00257;ESCO.0722.00257.0007b_00649
ESCO.0722.00257;ESCO.0722.00257.0046i_04137
ESCO.0722.00257;ESCO.0722.00257.0072i_04617
ESCO.0722.00257;ESCO.0722.00257.0079b_04649
ESCO.0722.00257;ESCO.0722.00257.0202b_04809
ESCO.0722.00257;ESCO.0722.00257.0256b_04841
ESCO.0722.00258;ESCO.0722.00258.0001i_00019
ESCO.0722.00258;ESCO.0722.00258.0020i_02451
ESCO.0722.00258;ESCO.0722.00258.0020i_02483
ESCO.0722.00258;ESCO.0722.00258.0064i_04691
ESCO.0722.00258;ESCO.0722.00258.0070i_04755
ESCO.0722.00258;ESCO.0722.00258.0256b_05043
ESCO.0722.00258;ESCO.0722.00258.0296b_05075
ESCO.0722.00269;ESCO.0722.00269.0028i_03248
ESCO.0722.00269;ESCO.0722.00269.0062b_04560
ESCO.0722.00270;ESCO.0722.00270.0002i_00506
ESCO.0722.00270;ESCO.0722.00270.0003i_00602
ESCO.0722.00270;ESCO.0722.00270.0033i_03578
ESCO.0722.00270;ESCO.0722.00270.0061i_04410
ESCO.0722.00270;ESCO.0722.00270.0063i_04442
ESCO.0722.00270;ESCO.0722.00270.0066b_04474
ESCO.0722.00270;ESCO.0722.00270.0083b_04570
ESCO.0722.00270;ESCO.0722.00270.0136b_04666
ESCO.0722.00270;ESCO.0722.00270.0166b_04698
ESCO.0722.00270;ESCO.0722.00270.0220b_04730
ESCO.0722.00277;ESCO.0722.00277.0007i_01042
ESCO.0722.00277;ESCO.0722.00277.0015i_01810
ESCO.0722.00277;ESCO.0722.00277.0016i_01906
ESCO.0722.00277;ESCO.0722.00277.0019i_02258
ESCO.0722.00277;ESCO.0722.00277.0154b_04274
ESCO.0722.00297;ESCO.0722.00297.0002i_00613
ESCO.0722.00297;ESCO.0722.00297.0015i_02597
ESCO.0722.00297;ESCO.0722.00297.0015i_02629
ESCO.0722.00297;ESCO.0722.00297.0018i_02789
ESCO.0722.00297;ESCO.0722.00297.0018i_02821
ESCO.0722.00297;ESCO.0722.00297.0029i_03717
ESCO.0722.00297;ESCO.0722.00297.0038i_04165
ESCO.0722.00297;ESCO.0722.00297.0058i_04741
ESCO.0722.00297;ESCO.0722.00297.0128b_05093
ESCO.0722.00306;ESCO.0722.00306.0039b_03787
ESCO.0722.00306;ESCO.0722.00306.0048i_04075
ESCO.0722.00306;ESCO.0722.00306.0209b_04875
ESCO.0722.00306;ESCO.0722.00306.0249b_04907
ESCO.0722.00308;ESCO.0722.00308.0002i_00127
ESCO.0722.00308;ESCO.0722.00308.0010b_01855
ESCO.0722.00308;ESCO.0722.00308.0015i_02431
ESCO.0722.00308;ESCO.0722.00308.0036i_03935
ESCO.0722.00308;ESCO.0722.00308.0036i_03999
ESCO.0722.00308;ESCO.0722.00308.0050i_04447
ESCO.0722.00308;ESCO.0722.00308.0064b_04703
ESCO.0722.00308;ESCO.0722.00308.0102b_04927
ESCO.0722.00308;ESCO.0722.00308.0177b_05087
ESCO.0722.00308;ESCO.0722.00308.0234b_05151
ESCO.0722.00308;ESCO.0722.00308.0317b_05247
ESCO.0722.00308;ESCO.0722.00308.0432b_05343
ESCO.0722.00308;ESCO.0722.00308.0483b_05375
ESCO.0722.00323;ESCO.0722.00323.0029i_03143
ESCO.0722.00323;ESCO.0722.00323.0044i_03847
ESCO.0722.00323;ESCO.0722.00323.0053i_04231
ESCO.0722.00166;ESCO.0722.00166.0019i_03436
ESCO.0722.00166;ESCO.0722.00166.0025i_03820
ESCO.0722.00166;ESCO.0722.00166.0075b_04652
ESCO.0722.00166;ESCO.0722.00166.0136b_04716
ESCO.0722.00169;ESCO.0722.00169.0002i_00759
ESCO.0722.00169;ESCO.0722.00169.0006i_01335
ESCO.0722.00169;ESCO.0722.00169.0011i_02519
ESCO.0722.00169;ESCO.0722.00169.0020i_03351
ESCO.0722.00169;ESCO.0722.00169.0057b_04343
ESCO.0722.00170;ESCO.0722.00170.0002i_00471
ESCO.0722.00170;ESCO.0722.00170.0007i_01207
ESCO.0722.00170;ESCO.0722.00170.0031i_03927
ESCO.0722.00170;ESCO.0722.00170.0053b_04695
ESCO.0722.00170;ESCO.0722.00170.0115b_04791
ESCO.0722.00201;ESCO.0722.00201.0039i_04353
ESCO.0722.00215;ESCO.0722.00215.0012i_02070
ESCO.0722.00215;ESCO.0722.00215.0068b_04470
ESCO.0722.00215;ESCO.0722.00215.0106b_04534
ESCO.0722.00215;ESCO.0722.00215.0142b_04566
ESCO.0722.00230;ESCO.0722.00230.0019i_02308
ESCO.0722.00230;ESCO.0722.00230.0019i_02340
ESCO.0722.00230;ESCO.0722.00230.0036i_03780
ESCO.0722.00230;ESCO.0722.00230.0046i_04292
ESCO.0722.00230;ESCO.0722.00230.0062b_04644
ESCO.0722.00230;ESCO.0722.00230.0115b_04804
ESCO.0722.00230;ESCO.0722.00230.0239b_04932
ESCO.0722.00256;ESCO.0722.00256.0001i_00230
ESCO.0722.00256;ESCO.0722.00256.0028b_03590
ESCO.0722.00256;ESCO.0722.00256.0040i_04294
ESCO.0722.00256;ESCO.0722.00256.0040i_04326
ESCO.0722.00256;ESCO.0722.00256.0046i_04486
ESCO.0722.00256;ESCO.0722.00256.0079b_04870
ESCO.0722.00256;ESCO.0722.00256.0097b_04934
ESCO.0722.00256;ESCO.0722.00256.0112b_04966
ESCO.0722.00256;ESCO.0722.00256.0203b_05062
ESCO.0722.00257;ESCO.0722.00257.0046i_04132
ESCO.0722.00258;ESCO.0722.00258.0001i_00014
ESCO.0722.00258;ESCO.0722.00258.0020i_02446
ESCO.0722.00258;ESCO.0722.00258.0020i_02478
ESCO.0722.00258;ESCO.0722.00258.0063i_04686
ESCO.0722.00258;ESCO.0722.00258.0152b_04942
ESCO.0722.00258;ESCO.0722.00258.0251b_05038
